TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
deep sequencing reveals rare cns compartmentalization in acute hiv-1 infection,Sirijatuphat R,,2017,1,conference,NA,
type 1 interferon resistance is a hallmark of mucosally transmitted hiv-1,Bibollet-Ruche F,,2016,1,conference,NA,
sieve pressure toward the cd4 binding site of env in hvtn 505 breakthrough infections,DeCamp AC,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
"hiv-1 subtype c transmitted/founder variants do not downregulate hla-i, cd4 or cd62l differently than non-transmitted donor variants",Ende Z,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
early events in hiv-1 infection: new insight from the rv217 early capture acute infection cohort,Kijak G,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
assessing hiv transmission networks in a thai cohort with acute hiv infection,Kroon E,,2016,1,conference,NA,
the transmission bottleneck of hiv-1 in idus of china xinjiang,Li F,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
transmission of multiple hiv-1 founder viruses and high frequency of unique recombinant forms among msm in kenya,Macharia G,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
characterizing viral evolution and bnab specificities in two subjects infected with closely related founder strains of hiv,Newman RM,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
a mother-to-child hiv-1 transmission bottleneck? a new understanding of the selection biases underlying successful perinatal infection,Noble C,10.7448/IAS.19.8.21487,2016,1,conference,NA,
molecular characterization of vertically transmitted hiv-1 among children born to hiv-1 seropositive mothers in northern tanzania,Nyombi BM,10.1186/s12879-016-1466-6,2016,1,conference,NA,
effectiveness of broadly neutralizing antibodies against drug resistant and transmitter/founder hiv strains,Scott Y,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
infant peripartum transmitted-founder hiv-1 variants are resistant to autologous maternal plasma neutralization,Smith CEP,10.1089/aid.2016.5000.abstracts,2016,1,conference,NA,
"phylogenetic analysis of hiv full genomes in london, uk: initial results from iconic",Yebra G,,2016,1,conference,NA,
"hiv transmission in male serodiscordant couples in australia, thailand and brazil",Bavinton BR,10.1136/sextrans-2015-052270.189,2015,1,conference,NA,
hiv-1/m+o dual infections and hiv-mo recombinants in france from 2004 to 2014,Cappy P,,2015,1,conference,NA,
hiv transmission linkage among seroconverting partners in hiv-discordant relationships in kenya,Chohan BH,,2015,1,conference,NA,
in vitro replication and interferon-alpha resistance of transmitted hiv-1 variants,Ende Z,,2015,1,conference,NA,
"genital immunology, the microbiota and hiv transmission",Kaul R,10.1136/sextrans-2015-052270.62,2015,1,conference,NA,
evaluation of hiv-1 clones for unique properties associated with transmission,Klein K,,2015,1,conference,NA,
phenotypic characterization of transmitted/founder virus in hiv-1 transmission pairs,Oberle CS,,2015,1,conference,NA,
hvtn505 breakthrough sequences show hiv vaccine-associated differences in env-gp120,Rolland M,,2015,1,conference,NA,
characterizing the ifnalpha resistance of transmitted founder hiv-1,Iyer SS,,2014,1,conference,NA,
molecular epidemiology analysis of hiv-1 circulating strain without receiving antiviral therapy,Wang F,10.1007/s12072-013-9429-0,2013,1,conference,NA,
"high prevalence of hiv-1 intersubtypes multiple infections in the metropolitan region of sao paulo, brazil",Nunes ERM,10.7448/IAS.15.5.18438,2012,1,conference,NA,
"using phylogenetic analysis to identify hiv transmission channels among persons newly diagnosed with hiv-1 infection in los angeles county, 2009-2010",Sey K,10.7448/IAS.15.5.18438,2012,1,conference,NA,
hiv-1 populations that persist in plasma after long-term suppressive art are more closely related to ancestral sequences than are pre-therapy populations,Kearney M,,2011,1,conference,NA,
evolution of hiv-1 transmitted/founder viruses results in the formation of epitopes for later broadly cross-neutralizing antibodies,Moore PL,10.1089/aid.2011.1502,2011,1,conference,NA,
early selective pressures acting on the hiv-1 subtype c transmitted whole genome in five individuals with differing disease progression profiles,Abrahams M,10.1089/aid.2010.9998,2010,1,conference,NA,
quantifying factors determining the rate of ctl escape and reversion during acute and chronic phases of hiv infection,Ganusov VV,10.1089/aid.2010.9998,2010,1,conference,NA,
ultra-deep sequencing during acute hiv infection reveals complex adaptive changes to host selection pressures,Henn M,10.1089/aid.2010.9998,2010,1,conference,NA,
molecular identification of transmitted/founder viruses by single genome amplification following percutaneous occupational exposure to hiv-1,Li H,10.1089/aid.2010.9998,2010,1,conference,NA,
genotypic prediction of hiv-1 coreceptor usage based on single genome analysis of proviral dna,Martinez-Prats L,,2010,1,conference,NA,
evolution of the same hiv-1 transmitted/founder virus in two hosts,Pavlicek JW,10.1089/aid.2010.9998,2010,1,conference,NA,
detecting selective sweeps in hiv-1 within patients by phylogenetic analysis of next-generation sequencing data,Poon AF,,2010,1,conference,NA,
hiv-1 acute infection: evidence of selection?,Rolland M,10.1089/aid.2010.9998,2010,1,conference,NA,
short communication: nucleotide variation and positively selected sites in hiv type 1 reverse transcriptase among heterosexual transmission pairs,Shanmugasundaram U,10.1089/aid.2010.0003,2010,1,conference,NA,
nucleotide variation and positively selected sites in hiv type 1 reverse transcriptase among heterosexual transmission pairs,Uma Shanmugasundaram,10.1089/aid.2010.0003,2010,1,conference,NA,
molecular evolution of hiv-1 subtype a transmitted/founder viruses in response to cytotoxic t-cell and neutralizing antibodies after transmission,Yue L,10.1089/aid.2010.9998,2010,1,conference,NA,
molecular epidemiology of hiv-1 transmission in heterosexual pairs,Chkhartishvili N,10.1111/j.1468-1293.2009.00792.x,2009,1,conference,NA,
"hiv transmission amongst msm: association with antiretroviral therapy, infection stage, viraemia and sexually transmitted infections (sti) in a longitudinal phylogenetic study",Fisher M,10.1111/j.1468-1293.2009.00705.x,2009,1,conference,NA,
low-frequency nnrti-resistant hiv-1 variants and relationship to mutational load in antiretroviral-naive subjects,Gupta S,10.3390/v6093428,2014,1,drug resistance,NA,
"hiv-1 transmission patterns in antiretroviral therapy-naive, hiv-infected north americans based on phylogenetic analysis by population level and ultra-deep dna sequencing",Ross LL,10.1371/journal.pone.0089611,2014,1,drug resistance,NA,
ultra-deep sequencing of hiv-1 reverse transcriptase before start of an nnrti-based regimen in treatment-naive patients,Messiaen,10.1016/j.virol.2012.01.002,2012,1,drug resistance,NA,
sequence diversity of the reverse transcriptase of human immunodeficiency virus type 1 from untreated brazilian individuals,Brindeiro R,10.1128/AAC.43.7.1674,1999,1,drug resistance,NA,
virus genetic variability involvement in transmissibility of hiv-1 immune activation and disease progression,Khouri R,10.2217/fvl.15.96,2015,1,editorial,NA,
erratum: publisher correction: in vitro replicative fitness of early transmitted founder hiv-1 variants and sensitivity to interferon alpha (scientific reports (2020) 10 1 (2747)),Ashokkumar M,10.1038/s41598-020-68818-1,2020,1,erratum,NA,
publisher correction: in vitro replicative fitness of early transmitted founder hiv-1 variants and sensitivity to interferon alpha,Ashokkumar M,10.1038/s41598-020-68818-1,2020,1,erratum,NA,
phenotypic properties influencing hiv-1 transmission fitness,Klein K,10.7448/IAS.18.5.20350,2015,1,erratum,NA,
within-host evolution of x4 hiv-1 in a rare transmission pair revealed by phylogenetic reconstruction of deep-sequence data,Le A,10.7448/IAS.18.5.20420,2015,1,erratum,NA,
incident cases characterization and deep sequencing provide new insight into multiplicity of infection and hiv evolution in very early acute infection,Kijak G,10.1186/1742-4690-9-S2-P143,2012,1,erratum,NA,
key positions of hiv-1 env and signatures of vaccine efficacy show gradual reduction of population founder effects at the clade and regional levels,Han C,10.1128/mBio.00126-20,2020,1,global bottlenecks,NA,
full-length genome sequencing of hiv type 1 group o viruses isolated from a heterosexual transmission cluster in senegal,Kane CT,10.1089/088922201316912817,2001,1,group O,NA,
compartmentalization of surface envelope glycoprotein of human immunodeficiency virus type 1 during acute and chronic infection,Zhang L,10.1128/jvi.76.18.9465-9473.2002,2002,1,intrahost evolution,NA,
consistent viral evolutionary changes associated with the progression of human immunodeficiency virus type 1 infection,Shankarappa R,10.1128/JVI.73.12.10489-10502.1999,1999,1,intrahost evolution,NA,
analysis of hiv-1 env gene sequences reveals evidence for a low effective number in the viral population,Brown AJ,10.1073/pnas.94.5.1862,1997,1,intrahost evolution,NA,
convergent evolution within the v3 loop domain of human immunodeficiency virus type 1 in association with disease progression,Strunnikova N,10.1128/JVI.69.12.7548-7558.1995,1995,1,intrahost evolution,NA,
the genital tract and rectal microbiomes: their role in hiv susceptibility and prevention in women,Abdool Karim SS,10.1002/jia2.25300,2019,1,microbiome,NA,
altered vaginal microbiota are associated with perinatal mother-to-child transmission of hiv in african women from burkina faso,Frank DN,10.1097/QAI.0b013e31824e4bdb,2012,1,microbiome,NA,
effects of replicative fitness on competing hiv strains,Chirove F,10.1016/j.biosystems.2013.04.001,2013,1,modelling,NA,
new insights into the evolutionary rate of hiv-1 at the within-host and epidemiological levels,Lythgoe KA,10.1098/rspb.2012.0595,2012,1,modelling,NA,
fitness costs and diversity of the cytotoxic t lymphocyte (ctl) response determine the rate of ctl escape during acute and chronic phases of hiv infection,Ganusov VV,10.1128/JVI.00655-11,2011,1,modelling,NA,
dynamic correlation between intrahost hiv-1 quasispecies evolution and disease progression,Lee HY,10.1371/journal.pcbi.1000240,2008,1,modelling,NA,
link between the numbers of particles and variants founding new hiv-1 infections depends on the timing of transmission,Thompson RN,10.1093/ve/vey038,2019,1,modelling study,NA,
"diversity of hiv-1 genetic subtypes in france, in the context of mother-to-child transmission",Chaix M-L,10.1097/00002030-200002180-00018,2000,1,NA,NA,
metagenomic sequencing of hiv-1 in the blood and female genital tract reveals little quasispecies diversity during acute infection,Piantadosi A,10.1128/JVI.00804-18,2019,1,no quantification,NA,
viral fitness costs and benefits of disrupting the host cell actin cytoskeleton in mucosal hiv-infection,Mempel T,10.1097/01.qai.0000557988.95699.8e,2019,1,NR,NA,
deep sequencing of hiv-1 variants from paired plasma and cerebrospinal fluid during primary hiv infection,Gega A,,2015,1,NR,NA,
differences in envelope glycan content of hiv-1 clones influences transmission fitness,Klein K,,2015,1,NR,NA,
differential intrahost hiv-1 evolution revealed by ancestral phylogenetic reconstruction in a rare case of transmission of cxcr4-using hiv,Le AQ,,2015,1,NR,NA,
a stochastic model for hiv transmission under alertness using exponentiated exponential distribution,Kannan,,2013,1,NR,NA,
high diversity in reverse transcriptase drug resistance mutations relative to envelope variants in early-acute hiv transmission,Lipscomb JT,,2013,1,NR,NA,
reconstructing transmitted hiv genotypes by phylogenetic analysis of serial samples,McCloskey RM,,2013,1,NR,NA,
distinguishing features of transmitted/founder hiv-1,Parrish NF,,2013,1,NR,NA,
"identification of full-length transmitted hiv-1 genomes reveals extraordinary dynamics and precise molecular pathways of early virus diversification, adaptation and immune evasion",Shaw GM,,2009,1,NR,NA,
maternal and viral factors in vertical transmission of hiv-1 subtype e,Sutthent R,,1997,1,NR,NA,
"diversity of risk of mother-to-child hiv-1 transmission according to feeding practices, cd4 cell count, and haemoglobin concentration in a south african cohort",Tournoud M,10.1111/j.1365-3156.2008.02004.x,2008,1,other,NA,
evidence of genetic variability of human immunodeficiency virus type 1 in plasma and cervicovaginal lavage in ethiopian women seeking care for sexually transmitted infections,Adal M,10.1089/aid.2005.21.649,2005,1,other,NA,
an evolutionary model-based algorithm for accurate phylogenetic breakpoint mapping and subtype prediction in hiv-1,Kosakovsky Pond SL,10.1371/journal.pcbi.1000581,2009,1,other phylogenetic,NA,
hla footprints on human immunodeficiency virus type 1 are associated with interclade polymorphisms and intraclade phylogenetic clustering,Matthews PC,10.1128/JVI.02017-08,2009,1,other phylogenetic,NA,
phylogenetic analysis of population-based and deep sequencing data to identify coevolving sites in the nef gene of hiv-1,Poon AF,10.1093/molbev/msp289,2010,1,other phylogenetics,NA,
