TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted,,,,
the expanding epidemics of hiv type 1 among men who have sex with men in low-and middle-income countries: diversity and consistency,Beyrer C,10.1093/epirev/mxq011,2010,review,,0,,,,,
the multiple facets of hiv attachment to dendritic cell lectins [review],Tsegaye TS,10.1111/j.1462-5822.2010.01519.x,2010,review,,0,,,,,
toward an antibody-based hiv-1 vaccine [review] [110 refs],Hoxie JA,10.1146/annurev.med.60.042507.164323,2010,review,,0,,,,,
viral evolution and escape during acute hiv-1 infection [review] [50 refs],Boutwell CL,10.1086/655653,2010,review,,0,,,,,
[hiv genetic diversity and its consequences] [review] [47 refs] [french],Roquebert B,10.1016/j.patbio.2008.04.004,2009,review,,0,,,,,
an african perspective on mucosal immunity and hiv-1 [review] [194 refs],Pala P,10.1038/mi.2009.23,2009,review,,0,,,,,
can data from hiv voluntary counselling and testing be used to assess the impact of public health interventions? a literature review,Guy RJ,10.1258/ijsa.2009.009005,2009,review,,0,,,,,
genetic determinants of hiv-1 infection and progression to aids: immune response genes [review] [50 refs],Kaur G,10.1111/j.1399-0039.2009.01337.x,2009,review,,0,,,,,
global hiv-1 molecular epidemiology with special reference to genetic analysis of hiv-1 subtypes circulating in north india: functional and pathogenic implications of genetic variation [review] [37 refs],Neogi U,,2009,review,,0,,,,,
hiv molecular epidemiology: transmission and adaptation to human populations [review] [44 refs],Woodman Z,10.1097/COH.0b013e32832c0672,2009,review,,0,,,,,
hiv-1 resistance to first- and second-generation non-nucleoside reverse transcriptase inhibitors [review] [54 refs],Ghosn J,,2009,review,,0,,,,,
modeling sequence evolution in acute hiv-1 infection [review],Lee HY,10.1016/j.jtbi.2009.07.038,2009,review,,0,,,,,
molecular pathology of neuro-aids (cns-hiv) [review],Crews L,10.3390/ijms10031045,2009,review,,0,,,,,
the capsid protein of human immunodeficiency virus: intersubunit interactions during virus assembly [review] [61 refs],Mateu MG,10.1111/j.1742-4658.2009.07313.x,2009,review,,0,,,,,
the mental health of people living with hiv/aids in africa: a systematic review,Brandt R,10.2989/AJAR.2009.8.2.1.853,2009,review,,0,,,,,
the remarkable frequency of human immunodeficiency virus type 1 genetic recombination [review] [368 refs],Onafuwa-Nuga A,10.1128/MMBR.00012-09,2009,review,,0,,,,,
critical issues in mucosal immunity for hiv-1 vaccine development [review] [85 refs],Haynes BF,10.1016/j.jaci.2008.03.036,2008,review,,0,,,,,
hiv-1 reverse transcriptase inhibitor resistance mutations and fitness: a view from the clinic and ex vivo [review] [190 refs],Martinez-Picado J,10.1016/j.virusres.2007.12.021,2008,review,,0,,,,,
hiv-1 vaccine development: tackling virus diversity with a multi-envelope cocktail [review] [85 refs],Hurwitz JL,,2008,review,,0,,,,,
implications of recombination for hiv diversity [review] [70 refs],Ramirez BC,10.1016/j.virusres.2008.01.007,2008,review,,0,,,,,
strand transfer events during hiv-1 reverse transcription [review] [168 refs],Basu VP,10.1016/j.virusres.2007.12.017,2008,review,,0,,,,,
a review of std/hiv preventive interventions for adolescents: sustaining effects using an ecological approach,DiClemente RJ,10.1093/jpepsy/jsm056,2007,review,,0,,,,,
centralized hiv-1 envelope immunogens and neutralizing antibodies [review] [57 refs],Gao F,,2007,review,,0,,,,,
clade specific neutralising vaccines for hiv: an appropriate target? [review] [92 refs],McKnight A,,2007,review,,0,,,,,
hiv epidemiology update and transmission factors: risks and risk contexts--16th international aids conference epidemiology plenary [review] [60 refs],Beyrer C,,2007,review,,0,,,,,
impact of human immunodeficiency virus (hiv) subtypes on hiv-associated neurological disease [review] [141 refs],Liner KJ 2nd,,2007,review,,0,,,,,
predictors of disease progression in hiv infection: a review,Langford SE,,2007,review,,0,,,,,
prevalence and determinants of transmitted antiretroviral drug resistance in hiv-1 infection [review] [109 refs],Booth CL,,2007,review,,0,,,,,
the impact of viral and host elements on hiv fitness and disease progression [review] [73 refs],Henry KR,,2007,review,,0,,,,,
[finding the traces of the hiv selection] [review] [60 refs] [spanish],Espinosa E,,2006,review,,0,,,,,
[hiv-1 diversity: a tool for studying the pandemic] [review] [85 refs] [portuguese],Pinto ME,,2006,review,,0,,,,,
a decade in review: building on the experiences of past adolescent sti/hiv interventions to optimise future prevention efforts,Sales JM,10.1136/sti.2005.018002,2006,review,,0,,,,,
clinical implications of hiv drug resistance to nucleoside and nucleotide reverse transcriptase inhibitors [review] [61 refs],Geretti AM,,2006,review,,0,,,,,
evolutionary dynamics of hiv-1 and the control of aids [review] [122 refs],Mullins JI,,2006,review,,0,,,,,
fitness constraints on immune escape from hiv: implications of envelope as a target for both hiv-specific t cells and antibody [review] [83 refs],Peut V,,2006,review,,0,,,,,
hiv evolutionary dynamics within and among hosts [review] [129 refs],Lemey P,,2006,review,,0,,,,,
hiv transmission and primary drug resistance [review] [47 refs],Turner D,,2006,review,,0,,,,,
impact of hiv-1 pol diversity on drug resistance and its clinical implications [review] [112 refs],Kantor R,,2006,review,,0,,,,,
novel drug resistance mutations in hiv: recognition and clinical relevance [review] [83 refs],Perno CF,,2006,review,,0,,,,,
[vaccine for human immunodeficiency virus (hiv)--relevance of these days] [review] [17 refs] [lithuanian],Laiskonis A,,2005,review,,0,,,,,
application of the polyvalent approach to hiv-1 vaccine development [review] [143 refs],Hurwitz JL,,2005,review,,0,,,,,
"enfuvirtide, the first fusion inhibitor to treat hiv infection [review] [71 refs]",Poveda E,,2005,review,,0,,,,,
hiv vaccines: brief review and discussion of future directions,Slobod KS,10.1586/14760584.4.3.305,2005,review,,0,,,,,
hiv-1 envelope evolution and vaccine efficacy [review] [123 refs],Mosier DE,,2005,review,,0,,,,,
human immunodeficiency virus type 1 genetic diversity in the nervous system: evolutionary epiphenomenon or disease determinant? [review] [262 refs],van Marle G,,2005,review,,0,,,,,
molecular epidemiology of hiv [review] [81 refs],Kandathil AJ,,2005,review,,0,,,,,
reversion of immune escape hiv variants upon transmission: insights into effective viral immunity [review] [24 refs],Kent SJ,,2005,review,,0,,,,,
clinical development of microbicides for the prevention of hiv infection [review] [200 refs],D'Cruz OJ,,2004,review,,0,,,,,
foundations for a phase iii human immunodeficiency virus vaccine trial: a decade of thai-us army collaborative research [review] [70 refs],Brown AE,,2004,review,,0,,,,,
molecular epidemiology of hiv: tracking aids pandemic [review] [60 refs],TakebE Y,,2004,review,,0,,,,,
rationale for maintenance of the m184v resistance mutation in human immunodeficiency virus type 1 reverse transcriptase in treatment experienced patients [review] [48 refs],Turner D,,2004,review,,0,,,,,
the causes and consequences of hiv evolution,Rambaut,10.1038/nrg1246,2004,review,,0,,,,,
vaccines and vaccine strategies against hiv [review] [114 refs],Stratov I,,2004,review,,0,,,,,
evolution and diversity of hiv-1 in africa - a review,Papathanasopoulos,10.1023/A:1023435429841,2003,review,,0,,,,,
progress in the development of an hiv vaccine [review] [45 refs],Tramont EC,,2003,review,,0,,,,,
regulation of hiv-1 gene transcription: from lymphocytes to microglial cells [review] [200 refs],Rohr O,,2003,review,,0,,,,,
travel and the spread of hiv-1 genetic variants [review] [78 refs],Perrin L,,2003,review,,0,,,,,
a protocol for the analytical aspects of a systematic review of hiv prevention research,Johnson WD,10.1097/00042560-200207011-00007,2002,review,,0,,,,,
cd8+ t-cell immunity to hiv infection [review] [162 refs],Piazza P,,2002,review,,0,,,,,
chemokines as natural hiv antagonists [review] [127 refs],Verani A,,2002,review,,0,,,,,
hiv and drug misuse in the edinburgh cohort [review] [48 refs],Bell JE,,2002,review,,0,,,,,
hiv-1 genotypic and phenotypic resistance [review] [60 refs],Hanna GJ,,2002,review,,0,,,,,
mathematical models of hiv pathogenesis and treatment [review] [42 refs],Wodarz D,,2002,review,,0,,,,,
bitter-sweet symphony: defining the role of dendritic cell gp120 receptors in hiv infection [review] [70 refs],Turville SG,,2001,review,,0,,,,,
design of antiretroviral clinical trials for hiv-1 infected pregnant women and their newborn infants [review] [27 refs],Rodman JH,,2001,review,,0,,,,,
harm reduction theories and strategies for control of human immunodeficiency virus: a review of the literature [review] [110 refs],Hilton BA,,2001,review,,0,,,,,
hiv risk in adolescents with severe mental illness: literature review,Smith MD,10.1016/S1054-139X%2801%2900265-8,2001,review,,0,,,,,
mutational patterns in the hiv genome and cross-resistance following nucleoside and nucleotide analogue drug exposure [review] [147 refs],Miller V,,2001,review,,0,,,,,
testing for hiv-1 drug resistance [review] [65 refs],Hanna GJ,,2001,review,,0,,,,,
recent studies on natural products as anti-hiv agents [review] [104 refs],Jung M,,2000,review,,0,,,,,
significance of hiv-1 genetic subtypes [review] [78 refs],Alaeus A,,2000,review,,0,,,,,
the effect of genetic variation in chemokines and their receptors on hiv transmission and progression to aids [review] [132 refs],O'Brien SJ,,2000,review,,0,,,,,
"the natural history, current status, and future trends of hiv infection [review] [40 refs]",Lears MK,,2000,review,,0,,,,,
transmission and prevalence of hiv resistance among treatment-naive subjects [review] [50 refs],Little SJ,,2000,review,,0,,,,,
[genetic diversity of hiv infection worldwide and its consequences] [review] [44 refs] [french],Peeters M,,1999,review,,0,,,,,
clinical progress and the future of hiv exceptionalism [review] [45 refs],Bayer R,,1999,review,,0,,,,,
genetic determinants of hiv-1 infection and its manifestations [review] [62 refs],Kaslow RA,,1999,review,,0,,,,,
human immunodeficiency virus-associated pericardial effusion: report of 40 cases and review of the literature,Chen Y,10.1016/S0002-8703(99)70500-4,1999,review,,0,,,,,
long-distance truck drivers' sexual cultures and attempts to reduce hiv risk behaviour amongst them: a review of the african and asian literature,Marck,,1999,review,,0,,,,,
studies of human immunodeficiency virus type 1 mucosal viral shedding and transmission in kenya,Overbaugh J,10.1086/314792,1999,review,,0,,,,,
whom does partner notification for hiv infection serve in san francisco? a review of counseling and testing data from 1995-1997,White E,10.1023/A:1025452426937,1999,review,,0,,,,,
association of non-acquired immunodeficiency syndrome-defining cancers with human immunodeficiency virus infection [review] [19 refs],Rabkin CS,,1998,review,,0,,,,,
hiv vaccine development: a subtype e-specific strategy [review] [30 refs],Brown AE,,1998,review,,0,,,,,
host and viral factors influencing heterosexual hiv transmission [review] [86 refs],Miller CJ,,1998,review,,0,,,,,
testing for hiv infection in time: scientific reasons [review] [88 refs],Koblet H,,1998,review,,0,,,,,
new mechanisms of viral persistence in primary human immunodeficiency virus (hiv) infection [review] [26 refs],Soudeyns H,,1997,review,,0,,,,,
libraries of human rhinovirus-based hiv vaccines generated using random systematic mutagenesis [review] [29 refs],Resnick DA,,1994,review,,0,,,,,
pathogenicity and diversity of hiv and implications for clinical management: a review,Saag MS,,1994,review,,0,,,,,
the association between lack of male circumcision and risk for hiv infection: a review of the epidemiological data,Moses S,,1994,review,,0,,,,,
the macrophage and hiv-1 [review] [187 refs],Ho WZ,,1994,review,,0,,,,,
the molecular epidemiology of hiv in asia [review] [156 refs],Weniger BG,,1994,review,,0,,,,,
hiv infection in children: a challenge to dental practice [review] [50 refs],Sote EO,,1993,review,,0,,,,,
perinatal transmission of human immunodeficiency virus-1 infection and maternal immunization strategies for prevention [review] [94 refs],Ukwu HN,,1992,review,,0,,,,,
pulmonary hypertension and human immunodeficiency virus infection; two reports and a review of the literature,Polos PG,10.1378/chest.101.2.474,1992,review,,0,,,,,
the host immune response may be responsible for selection of envelope and precore/core variants of hbv [review] [43 refs],Thomas HC,,1992,review,,0,,,,,
[ten years ahead in infectious diseases : aids/ hiv towards stopping transmission] [french],Struvay S,,2020,publication language,,0,,,,,
"analysis on characteristics of hiv-1 molecular networks in men who have sex with men in kunming, 2016-2018 [chinese]",Li SY,10.3760/cma.j.cn112338-20190916-00676,2020,publication language,,0,,,,,
"characteristics of hiv-1 genotype and drug resistance among men who have sex with men in kunming, 2018 [chinese]",Dai J,10.3760/cma.j.cn112338-20191107-00792,2020,publication language,,0,,,,,
